,Unnamed: 0,id,tag,csn,Choicesituation,Scenario,Block,CS,Choice_,ASCsq,ROAD,DIST,FREQ,PARK,RECRE,PRICE,Abgeschlossen,LetzteSeite,Datumgestartet,DatumletzteAktivitt,AGE,STAY,WasistIhrePostleitzahl,Beruf_Sonst,WasstudierenSie,WasstudierenSieSonstiges,WieweitistdienchsteHaltest,WennjawievielwrdenSieeinm,GEN,PROF,MODE,MODEFR,COMMODE,INCOME,SindSiegrundstzlichbereitf,WrenSiebereitsichfrdasP,WelcheParteihabenSiebeider,CHILD,RES,OWNB,OWNC,_merge,CF,CF_car,CF_stay,CF_pt,CF_age,CF_male,CF_income,CF_child,CF_bike,BIKELANE,BIKESEP,DIST6,DIST3,FREQ_HIGHER,FREQ_HIGHEST,UNGUARDED,GUARDED,ID_1
545,545,36,0,182,10,3,4,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
546,546,36,0,183,11,1,4,Konzept A,1,0,3,1,2,3,1,5,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,15
547,547,36,0,183,11,2,4,Konzept A,0,0,2,3,2,3,1,3,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,15
548,548,36,0,183,11,3,4,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
549,549,36,0,184,17,1,4,Konzept B,0,0,1,2,2,3,3,4,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,15
550,550,36,0,184,17,2,4,Konzept B,1,0,2,1,3,1,2,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15
551,551,36,0,184,17,3,4,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
552,552,36,0,185,22,1,4,Konzept A,1,0,3,3,2,3,2,2,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,15
553,553,36,0,185,22,2,4,Konzept A,0,0,3,1,1,1,3,2,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15
554,554,36,0,185,22,3,4,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
555,555,36,0,186,23,1,4,Konzept B,0,0,2,3,3,2,3,4,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15
556,556,36,0,186,23,2,4,Konzept B,1,0,3,2,1,1,2,1,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15
557,557,36,0,186,23,3,4,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
558,558,36,0,187,29,1,4,Konzept B,0,0,3,1,3,2,2,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15
559,559,36,0,187,29,2,4,Konzept B,1,0,3,3,2,2,3,4,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,15
560,560,36,0,187,29,3,4,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
561,561,36,0,188,34,1,4,Konzept A,1,0,2,2,3,2,1,1,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,15
562,562,36,0,188,34,2,4,Konzept A,0,0,1,3,3,2,1,3,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15
563,563,36,0,188,34,3,4,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
564,564,36,0,189,35,1,4,Konzept B,0,0,1,2,1,1,2,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15
565,565,36,0,189,35,2,4,Konzept B,1,0,1,1,3,2,3,2,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15
566,566,36,0,189,35,3,4,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:31:02,44,2014-07-08 10:22:45,2014-07-08 10:31:02,24.0,5.0,12049.0,,Sonstiges,Sozialwissenschaften,3,200.0,1,Student_in,2,4,ÖPNV,1,Ja,Ja,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
567,567,37,1,190,2,1,3,Konzept A,1,0,3,3,1,2,3,5,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,16
568,568,37,0,190,2,2,3,Konzept A,0,0,2,3,3,2,2,5,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,16
569,569,37,0,190,2,3,3,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
570,570,37,0,191,9,1,3,Konzept B,0,0,3,2,1,3,1,3,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16
571,571,37,0,191,9,2,3,Konzept B,1,0,3,2,1,2,2,3,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,16
572,572,37,0,191,9,3,3,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
573,573,37,0,192,12,1,3,Konzept B,0,0,1,2,2,1,3,2,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16
574,574,37,0,192,12,2,3,Konzept B,1,0,3,3,1,2,1,4,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,16
575,575,37,0,192,12,3,3,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
576,576,37,0,193,14,1,3,Konzept B,0,0,2,2,2,1,2,4,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16
577,577,37,0,193,14,2,3,Konzept B,1,0,3,2,2,3,3,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,16
578,578,37,0,193,14,3,3,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
579,579,37,0,194,21,1,3,Konzept A,1,0,2,1,2,2,3,2,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16
580,580,37,0,194,21,2,3,Konzept A,0,0,1,1,3,3,3,1,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16
581,581,37,0,194,21,3,3,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
582,582,37,0,195,24,1,3,Konzept A,1,0,3,1,3,3,2,1,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16
583,583,37,0,195,24,2,3,Konzept A,0,0,1,2,3,3,2,5,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16
584,584,37,0,195,24,3,3,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
585,585,37,0,196,26,1,3,Konzept B,0,0,1,1,3,3,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16
586,586,37,0,196,26,2,3,Konzept B,1,0,1,1,1,1,1,4,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
587,587,37,0,196,26,3,3,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
588,588,37,0,197,33,1,3,Konzept B,0,0,1,3,3,1,2,1,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16
589,589,37,0,197,33,2,3,Konzept B,1,0,2,3,2,1,1,2,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16
590,590,37,0,197,33,3,3,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
591,591,37,0,198,36,1,3,Konzept B,0,0,2,3,1,2,1,3,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16
592,592,37,0,198,36,2,3,Konzept B,1,0,2,1,2,1,3,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,35.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16
593,593,37,0,198,36,3,3,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:29:54,44,2014-07-08 10:22:56,2014-07-08 10:29:54,35.0,7.0,12045.0,,keine Angabe,,7,100.0,0,Student_in,3,4,3,1,Ja,Ja,Die Linke,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
594,594,38,1,199,2,1,3,Konzept B,0,0,3,3,1,2,3,5,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17
595,595,38,0,199,2,2,3,Konzept B,1,0,2,3,3,2,2,5,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,17
596,596,38,0,199,2,3,3,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
597,597,38,0,200,9,1,3,Konzept B,0,0,3,2,1,3,1,3,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17
598,598,38,0,200,9,2,3,Konzept B,1,0,3,2,1,2,2,3,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,17
599,599,38,0,200,9,3,3,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
600,600,38,0,201,12,1,3,Konzept B,0,0,1,2,2,1,3,2,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17
601,601,38,0,201,12,2,3,Konzept B,1,0,3,3,1,2,1,4,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17
602,602,38,0,201,12,3,3,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
603,603,38,0,202,14,1,3,Konzept A,1,0,2,2,2,1,2,4,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17
604,604,38,0,202,14,2,3,Konzept A,0,0,3,2,2,3,3,6,2014-07-08 10:29:38,44,2014-07-08 10:23:08,2014-07-08 10:29:38,24.0,1.0,10119.0,,Sonstiges,Philosophie,1,,0,Student_in,2,4,3,1,weiß nicht,Nein,Grüne,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,24.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17
